house_id,area_sqft,bedrooms,bathrooms,location_score,age_years,distance_city_km,lot_size_sqft,has_garage,has_pool,renovation_years_ago,house_price_inr
103205,1031,2,1,2.3,30,34.1,2039,0,0,2,6644719
103206,1210,4,2,7.4,15,8,1870,1,0,10,19147617
103207,1148,2,1,6.3,71,24.9,2650,0,0,2,12356219
103208,2190,5,4,6.2,41,16.7,5623,1,0,8,35815778
103209,2235,3,2,6.9,32,17.4,5069,1,0,1,39313715
103210,1943,5,3,4.1,27,31.6,4337,0,0,17,23159010
103211,2419,6,5,4.1,4,27.3,5942,1,0,0,29052657
103212,884,2,4,8.2,44,10.4,2233,0,0,8,15501818
103213,2734,6,5,9.8,15,1.6,4191,1,0,0,68721667
103214,2640,6,4,4,20,39.3,2844,1,0,3,23516403
103215,2128,7,5,2.1,24,24,4611,1,0,1,17817464
103216,2808,5,4,7.1,62,15.6,7173,1,0,7,55264322
103217,573,2,2,4.1,48,25.8,800,1,0,1,4025577
103218,1309,2,2,7.8,5,14.9,2672,1,0,0,21697992
103219,1172,3,3,8.2,12,23.2,3137,0,0,12,22781740
103220,2119,5,4,4.3,52,22.4,4090,1,0,2,21074697
103221,967,2,2,6.3,21,15.5,2817,1,1,12,15132014
103222,2142,5,5,5.5,9,27.8,5998,0,0,9,32819463
103223,2541,5,3,8.5,26,8.7,4803,1,0,5,53852343
103224,2102,5,3,1.1,28,37,3740,1,0,2,10543979
103225,1834,3,4,7.1,9,14.9,3284,0,0,1,34207031
103226,1008,3,1,8,32,16.5,2098,1,0,13,15404315
103227,1100,2,1,3.3,5,29.5,1425,0,0,0,10821788
103228,2462,5,3,8,51,8.6,2917,0,0,9,43249722
103229,2157,5,5,6.3,36,5,1374,1,0,20,27363975
103230,1625,2,3,6.5,39,5.5,3229,0,0,9,22047598
103231,1378,3,3,9.4,22,1,4442,0,0,22,31418960
103232,450,1,1,9.5,46,6,800,1,0,10,9483579
103233,954,2,3,9.2,28,1,1803,1,1,4,21996294
103234,2892,6,4,6.3,46,15.1,5412,1,1,19,42716122
103235,818,1,2,9.4,24,7.6,1561,1,0,4,19414411
103236,1773,4,3,9,48,13.1,4883,1,1,36,37657487
103237,2305,5,4,8.6,14,12.2,3381,1,0,6,51291583
103238,834,2,2,3.1,12,31.1,800,0,0,12,6865372
103239,1770,3,2,5.6,27,20.7,2973,1,1,2,23863186
103240,2260,6,5,8,16,9.1,3614,1,0,0,45957125
103241,1658,5,4,4.2,23,21.8,1097,0,0,2,20879048
103242,3514,7,5,6.7,5,9.8,7546,1,1,0,66987722
103243,565,1,2,4.8,32,22,800,1,0,13,5377799
103244,2338,6,2,6,45,7.5,4559,1,0,3,33972678
103245,1538,2,2,7.4,15,19.2,2741,0,1,10,28983486
103246,2152,6,5,2.4,29,22.1,2917,1,0,11,19058078
103247,1937,5,4,9.8,36,6.5,4909,1,0,12,42890084
103248,1173,2,2,9.4,17,8.7,2148,1,0,17,24894530
103249,1799,5,4,3.7,8,30.9,3657,1,0,2,19175967
103250,450,1,2,7.1,25,3.6,1058,1,0,1,7389471
103251,2042,4,4,7.3,34,11.1,4437,1,0,0,33802823
103252,1844,4,3,4.8,11,23.9,3848,1,0,1,24350040
103253,2065,4,3,5,42,30.5,3109,1,0,5,21385470
103254,2338,6,5,5.7,29,17.7,3116,0,0,29,31567178
103255,1889,3,1,4.2,14,18.8,3957,0,0,4,22780087
103256,1746,3,2,6.4,54,28,2484,1,0,6,22107993
103257,1077,2,3,3.4,16,29.6,2667,0,0,16,9551409
103258,1187,3,3,6.6,5,23.4,2282,0,0,0,19352227
103259,2421,5,4,8.2,38,3.1,5784,1,0,36,54110565
103260,2584,5,3,8.3,12,13.2,3640,1,0,12,45810036
103261,1495,3,2,4.8,18,14.1,1966,0,0,7,20592718
103262,1680,4,3,2.1,16,20.9,5052,1,0,3,13278550
103263,1062,1,2,3.8,38,27.1,2029,1,0,9,8146567
103264,2412,4,3,5.6,26,22.1,6146,1,0,2,30484848
103265,2083,6,4,3.2,10,22.5,2401,1,0,1,21269169
103266,2912,6,4,8.4,10,18.4,5329,0,0,10,65045160
103267,1079,2,2,8.5,9,7.3,3001,0,1,7,25075546
103268,1404,3,2,5.7,17,16.3,1490,1,0,7,20101021
103269,1800,4,3,1.3,41,30.9,6057,0,0,9,8581766
103270,2070,5,2,7.6,20,10.7,4392,1,0,6,39894227
103271,1510,4,2,4.1,51,30.4,2278,1,0,6,14170834
103272,1083,2,2,2.7,22,20.6,2395,1,0,22,8617105
103273,2223,4,2,3.2,8,20.9,5925,1,0,8,24288901
103274,2119,6,6,1.9,6,22.2,3188,1,0,0,20667113
103275,1054,2,1,2.7,41,38.2,1677,0,0,3,5998801
103276,2531,7,4,5.5,31,16.6,5440,1,0,11,40748936
103277,2411,4,3,5.9,13,12.7,5492,0,0,8,36422748
103278,1737,4,3,8.8,7,6.9,3267,1,0,0,34867120
103279,1702,5,3,3.6,12,29.3,3815,1,0,12,15490722
103280,2010,4,2,6.1,33,20.7,5049,0,0,12,24233899
103281,1090,2,1,4.1,40,19.2,2293,1,0,21,10079777
103282,1670,4,3,3.4,7,22.4,2647,1,0,0,18648889
103283,450,1,3,3.8,10,14.9,894,0,0,3,5616096
103284,2220,5,4,3.5,58,25.3,6779,1,0,21,20095645
103285,635,1,2,5,34,27.7,1397,1,0,4,5858468
103286,2627,5,4,2.7,10,23.4,7209,1,0,10,26085665
103287,1435,4,4,7,13,17.8,2427,1,0,13,21492649
103288,1512,4,1,3.5,49,21,3262,1,0,1,12084502
103289,1242,3,2,3.8,16,17,3076,0,0,15,13893383
103290,1463,4,4,6.6,17,19.3,4241,0,0,7,21442856
103291,2572,6,4,7.4,17,26.9,7038,1,0,17,41889496
103292,450,1,2,8.8,17,11.9,800,0,1,6,9172361
103293,2480,5,5,3.7,35,21.4,6674,0,0,1,25759611
103294,1870,4,3,8.5,26,7.4,5632,1,0,3,40604421
103295,865,1,1,6.8,35,26.1,1432,0,1,6,12631594
103296,951,2,1,7.2,14,15.2,1392,1,0,9,14977599
103297,2740,6,4,9.4,3,2.2,5440,1,1,0,63449743
103298,1035,4,2,8.6,15,8.8,2181,1,0,7,22930965
103299,900,1,2,2.5,18,28.8,1611,1,0,7,5939713
103300,2389,5,3,3.1,28,28.5,3077,1,0,18,20218304
103301,1870,6,5,6.7,18,24,5392,1,1,4,29811587
103302,1040,2,2,5.7,10,25.6,1543,1,0,6,13943009
103303,1791,5,2,5.2,6,20.6,3037,1,0,0,24941892
103304,983,2,3,5.9,75,17.1,2030,0,0,10,10334035
103305,2366,5,4,4.6,36,23.6,2642,0,0,18,26630323
103306,2340,3,3,9.1,26,4.1,2505,0,0,11,45634378
103307,1996,5,3,4.7,23,26.8,3475,0,0,6,23914497
103308,1885,4,3,5.2,15,18.2,4704,0,1,10,27304597
103309,2795,6,5,6.6,19,18.1,5905,1,1,4,46728589
103310,1650,3,2,7.4,11,23.1,1261,0,0,2,27832700
103311,882,3,4,5,22,23.3,2499,0,0,4,11198581
103312,1942,6,4,3.4,33,26.2,4813,1,0,6,21011867
103313,3006,7,6,5.2,19,16.3,6357,1,0,6,41696983
103314,990,2,2,6.1,5,16.2,2078,1,0,0,15723550
103315,1415,2,2,7,29,7.2,3402,1,0,28,26103644
103316,1921,5,2,3.5,25,27.7,6523,1,0,5,21525184
103317,1615,5,4,6.6,37,2.4,4083,1,0,1,25307983
103318,1012,2,1,1.4,20,36.6,2204,0,1,0,5869107
103319,2379,3,2,7.8,35,16,3006,0,1,0,42120903
103320,3158,7,6,8.4,6,10.4,6628,1,0,0,59195136
103321,1777,5,3,5.7,11,14.7,4379,1,0,11,29214613
103322,1062,1,1,3.6,17,24.1,2051,0,0,1,10055668
103323,643,2,2,5,22,9.4,1084,1,0,4,8041880
103324,1818,4,2,6.6,37,20.1,4240,1,0,11,26968905
103325,2368,5,5,8.6,26,8.2,3332,1,0,2,57605077
103326,1959,4,3,2.8,11,35.7,4938,0,0,9,15453668
103327,1648,4,3,6.3,30,18.5,2865,1,0,17,23804467
103328,1267,2,3,5.7,13,19.3,921,1,0,13,17573482
103329,940,1,1,4.2,17,24.8,1624,1,0,12,9995426
103330,2193,3,3,3.4,31,18.9,4311,0,0,1,22071514
103331,2244,6,3,3.1,13,23,5232,1,0,4,20520023
103332,645,2,4,8.5,30,10.3,1459,0,0,30,12819927
103333,2683,6,5,7.1,7,11.9,3289,1,0,0,52475337
103334,2023,4,3,6.8,11,11.1,4194,0,1,6,30543538
103335,2560,5,3,5.8,11,15.9,4300,0,0,4,36180674
103336,778,1,1,6.1,14,17,1388,1,0,2,11607373
103337,762,1,1,2.8,14,40.5,1068,0,0,4,4520158
103338,1553,2,3,8.2,11,8.4,3059,1,0,2,30812774
103339,1977,4,2,6.2,18,12.3,7670,0,1,18,34504272
103340,2818,6,4,7.3,6,12.2,8775,1,0,0,54571518
103341,2109,5,4,8.4,6,18.8,2954,1,1,0,45149886
103342,1492,3,2,4.3,28,31.5,3043,1,0,28,16337831
103343,983,3,2,5.6,9,29.9,1781,0,0,9,13724038
103344,2450,7,5,3.8,15,24,5109,1,0,9,27161995
103345,1023,3,3,6,22,20.8,2608,0,0,3,16312816
103346,2709,6,5,5.1,54,13.4,5208,1,0,3,34170497
103347,1465,3,3,3.9,21,21.2,2304,1,0,14,15681282
103348,2684,5,1,3.7,41,17.2,7230,1,0,39,23999181
103349,2091,5,4,4,25,25.8,2634,0,0,1,21707310
103350,1561,5,2,7.1,63,13.9,3299,1,0,16,23903157
103351,1312,3,3,3,38,27.4,1454,1,0,1,10275331
103352,1428,5,5,8.2,22,5.3,1977,0,0,4,30544045
103353,1928,3,2,2.7,31,32,4718,0,0,8,14065977
103354,1700,3,2,1.5,18,16.1,2707,1,0,4,11756899
103355,1264,3,2,5.2,18,17.9,1105,1,0,11,15919143
103356,1542,4,4,7.1,61,13.1,2415,0,0,5,24262897
103357,1701,5,4,2.4,9,15.7,2555,1,0,2,17754018
103358,450,1,2,8.4,21,12.1,800,0,0,8,6877316
103359,1948,4,3,4.1,27,21.7,4539,0,0,0,21723696
103360,1013,2,2,1.9,16,32.7,1086,0,0,14,5556982
103361,900,1,1,7.5,28,24.5,1483,0,0,7,11619422
103362,553,1,2,2.3,18,30,1150,1,0,18,3201521
103363,484,2,1,6.2,30,22.2,868,0,0,1,5684151
103364,769,2,2,3.1,10,34,1352,0,0,10,5822202
103365,1189,3,2,8.8,13,11.6,1862,1,0,4,23161738
103366,2920,5,4,6.6,12,10,3705,1,0,5,46936075
103367,1308,3,2,2.7,7,17.1,2116,0,1,0,11435167
103368,1766,3,2,5.2,44,21.6,4229,0,0,4,19951057
103369,1910,5,4,8,15,8.6,3323,0,0,6,36441213
103370,1735,3,2,3.9,37,31,3644,1,0,0,18290473
103371,1600,3,1,5,16,17.1,4272,1,0,16,22204080
103372,873,2,2,9.3,23,7,2060,1,0,21,20451194
103373,2593,5,4,3.8,57,16.6,3200,0,0,0,30761041
103374,2825,7,5,4.3,37,20,6409,1,1,15,34843384
103375,556,1,2,4.2,37,16.7,1462,0,0,1,4345417
103376,984,1,1,8.5,18,4.4,1624,1,1,16,18956384
103377,1468,2,1,3.5,9,24.2,1539,1,0,9,12958235
103378,1023,2,2,4.8,11,17,1776,1,0,4,12895841
103379,1979,4,3,7.5,18,28.3,4181,1,1,10,34130482
103380,1177,1,1,4.6,49,26.2,2772,0,0,7,10040273
103381,3057,7,5,8.8,28,15.1,5159,1,0,10,66942099
103382,2424,6,4,3.7,39,23.2,1888,1,0,6,27420205
103383,1788,4,2,4.8,27,21.2,2207,0,0,15,20623867
103384,2318,6,4,7.3,15,10.5,5137,0,0,0,38294837
103385,2369,6,3,8.1,15,26.4,7568,1,0,4,44740523
103386,1283,2,2,6.7,26,14.2,2549,0,0,8,19108036
103387,1119,2,1,5.3,58,15.5,3119,0,0,9,13675002
103388,1701,4,4,5.6,18,13.7,2323,1,0,2,22884046
103389,2210,5,5,7.2,22,15.4,3561,1,1,1,42294000
103390,1740,4,3,8.3,9,18.6,1037,1,0,0,36327679
103391,625,1,1,6,31,23.5,1389,0,0,5,7889960
103392,1128,3,3,1.6,18,25.7,1651,1,0,4,8249441
103393,1602,3,4,3,24,21.3,3780,1,0,8,13710650
103394,1601,3,2,7.2,15,20.9,2719,1,0,6,33478425
103395,2932,7,6,6.5,38,28.1,9421,1,0,5,43638548
103396,749,1,1,4.5,34,20.6,2304,0,0,19,7353636
103397,1979,3,1,3.9,10,30.5,1223,1,0,10,20225002
103398,2618,5,3,8.7,9,1,6165,0,0,9,56381225
103399,3126,7,6,7.6,20,7.1,4858,1,0,5,59815107
103400,1387,3,1,6.8,14,8.5,3312,0,0,14,21469486
103401,1969,4,3,7.6,27,14.7,2350,1,0,2,30299048
103402,2020,4,3,6.6,31,14.1,5787,1,0,5,30073667
103403,1777,4,3,4.9,64,21.7,4653,0,0,0,19328938
103404,1586,3,2,6.7,19,22.2,1827,0,0,1,25870849
103405,1933,5,4,6.2,7,12.5,3656,1,0,0,29365265
103406,450,1,1,8.5,15,10.1,944,1,0,6,8201949
103407,2093,4,2,7.8,7,3.6,5089,0,0,0,43594705
103408,1732,3,3,7.5,13,19.5,3452,1,0,4,27374592
103409,1505,3,3,5.7,24,24.5,3720,0,0,0,21327458
103410,2980,7,5,6.7,20,17.1,5833,1,0,12,46217095
103411,1211,3,2,7.3,29,13.8,2867,1,0,2,22242722
103412,1388,1,1,7.7,16,8.8,1637,0,0,13,23919726
103413,2945,6,4,7.9,6,2.9,5844,0,0,0,50422107
103414,1109,2,3,7.3,54,14.9,2983,1,0,4,17149978
103415,1292,4,3,5.4,17,23.3,3678,1,0,10,15932598
103416,1554,3,3,5.6,3,30.3,3269,0,0,0,23892843
103417,2196,5,4,6.6,23,12.8,4261,1,0,14,36962926
103418,1785,5,4,6.9,26,15.9,5035,1,0,6,27520579
103419,810,1,1,4.1,6,29.4,1571,0,0,0,7537627
103420,1304,3,3,6.2,19,23.3,3503,1,1,8,18165889
103421,1255,2,1,2,26,25.3,2430,1,0,17,7576970
103422,1600,3,1,6.8,37,12.9,3238,1,0,15,27258081
103423,1927,4,4,5,40,16.8,2577,1,0,37,23484696
103424,1922,4,4,3.8,29,18.2,2403,0,0,1,22616347
103425,496,3,2,5.2,36,28.2,1283,1,0,4,4533257
103426,2342,6,5,2.2,37,28.8,7105,0,0,2,15416265
103427,1814,5,5,2.8,25,26.2,3743,0,0,10,14065671
103428,2550,6,4,4.5,46,23,4846,0,0,11,31494732
103429,1939,3,2,3.3,44,25.4,5068,0,0,2,16373420
103430,2366,6,4,6.6,2,13.9,5211,1,0,0,44674719
103431,1953,5,3,1,6,27.4,1096,1,0,0,13041363
103432,2525,5,3,7.6,25,21.6,6555,1,1,11,42633970
103433,1989,5,4,9.4,20,3.4,2383,1,1,1,49049201
103434,1586,4,2,3.8,11,18,3161,1,0,11,20119211
103435,3127,7,4,2.8,25,26.1,5426,0,0,0,29979820
103436,2228,5,4,8.7,44,21.8,3600,1,0,36,38212170
103437,2023,4,3,2.7,15,22,4103,1,1,4,16557066
103438,820,2,2,6.4,18,20.1,2080,0,0,4,11810011
103439,813,3,4,7.6,26,10.7,1641,0,0,6,13979639
103440,1840,3,2,2.3,29,29.6,5237,1,0,12,13828043
103441,1745,2,2,3.6,27,29.7,5096,1,0,2,15777621
103442,1251,3,2,7.2,5,3.1,3647,0,0,0,24017323
103443,1742,4,4,8.1,53,5.3,3426,0,0,33,29108939
103444,2683,6,4,7.1,30,19.1,4596,1,0,21,46131697
103445,2102,5,4,3.8,77,24.2,4162,1,0,2,19409041
103446,908,2,2,9.2,30,8.7,2429,1,0,9,19673481
103447,1578,2,3,7.6,14,16.5,4165,1,1,2,28769988
103448,1127,4,2,4.4,22,16.5,800,1,0,8,11270901
103449,1398,2,1,6.7,14,21.2,3053,1,0,5,23046158
103450,1381,2,2,4.8,37,25.5,800,1,0,5,16173306
103451,1340,4,3,9.5,30,7.9,2665,1,0,10,28269508
103452,834,2,2,6.8,31,17.4,1403,0,0,3,13466687
103453,1567,3,3,3.3,7,32.1,2347,1,0,0,15188653
103454,1286,3,3,2.9,53,22.7,3227,1,0,26,8579268
103455,450,2,1,4.7,32,24.9,800,0,0,14,3301034
103456,2984,6,3,3.5,3,35,5951,0,0,0,30244245
103457,2358,6,4,5.1,22,23.5,3397,1,0,3,28304607
103458,1405,1,2,7.4,32,11.5,2872,0,0,11,25967124
103459,1662,4,3,6.6,23,29.1,4281,0,0,16,21797789
103460,888,1,1,7.4,46,14.2,1308,0,0,20,12379103
103461,2752,7,5,4,14,31.4,6561,1,0,8,29019574
103462,2883,7,4,8.3,27,7.6,5864,1,0,7,65408422
103463,1752,3,3,6.5,13,21.9,3554,1,0,13,24378700
103464,2315,6,5,9.1,16,4.4,4143,1,0,2,55663021
103465,1764,5,3,1.1,3,33.6,4347,1,0,0,11681784
103466,781,2,1,3.4,22,21.2,1876,1,0,1,6565106
103467,1382,2,2,8.7,17,20.3,2653,1,0,9,27236523
103468,1736,3,1,3.8,29,22.3,3683,0,0,9,16823347
103469,1355,3,3,2.8,34,20,3314,1,0,4,11967791
103470,1508,3,3,5.9,7,17.9,3506,1,0,0,21919072
103471,1591,4,4,7.7,13,15.1,2889,0,0,13,30848731
103472,1597,2,2,4.1,21,22.5,4311,1,1,0,17659846
103473,1684,4,3,2.3,45,23.2,4241,1,0,2,13464489
103474,961,2,1,4.8,15,26.8,3139,0,0,8,10393906
103475,1184,2,2,1,1,39.6,1253,0,0,0,5742184
103476,815,1,1,1.4,42,20.9,1973,0,0,1,3023170
103477,2286,5,3,5.3,28,13.8,6152,1,0,9,31811346
103478,450,1,1,7.8,29,10.6,1171,0,0,4,6960272
103479,2400,5,4,7.1,40,10.5,4436,0,0,11,46444442
103480,2551,5,3,6.9,25,17.5,3016,0,1,25,44088015
103481,1454,4,3,3.5,48,35.5,4251,1,0,3,12607314
103482,450,1,1,6.5,32,13.2,800,0,0,31,5335069
103483,1415,3,2,6.5,30,25,2579,1,0,20,21383720
103484,1608,5,4,3,11,17.2,5210,1,0,9,17252339
103485,993,3,2,4.3,9,24.8,1227,1,0,9,13654332
103486,1315,4,4,1.8,44,26,3276,0,0,20,7088458
103487,2645,5,4,6,9,19.9,4094,1,0,9,42442906
103488,2082,5,3,1.8,54,19.1,3195,1,0,4,15765970
103489,1049,2,2,3.4,38,17.1,2204,1,0,17,9523858
103490,612,1,1,8.2,18,13.3,1472,0,0,4,11024476
103491,1437,4,3,7.1,16,9.9,3693,0,0,16,23910501
103492,1511,3,4,9.1,17,5.8,4002,1,1,3,32853875
103493,1973,6,4,6.5,10,26.5,3110,1,0,8,31834475
103494,1302,3,2,7.3,33,13.9,1711,0,0,12,24074857
103495,1982,5,3,1.9,31,34.7,3557,1,0,6,12457242
103496,2908,7,5,6.7,21,10.3,6422,1,0,15,47463433
103497,2180,6,4,6,9,9,4091,0,0,9,33120356
103498,1619,2,2,3.2,53,24.9,800,1,0,2,11773699
103499,1531,4,2,3.3,10,16.2,1384,0,0,0,13550869
103500,1418,4,4,4.6,18,17,2631,1,0,10,18138000
103501,2417,6,5,5.2,15,20.8,6074,1,0,9,31562176
103502,1242,2,1,2.8,11,25.9,1810,1,0,4,12998943
103503,1679,3,1,8.6,6,11.2,4096,1,0,0,37526763
103504,1683,5,3,7.2,8,17,1855,0,1,8,27680539
103505,1324,2,2,5.6,14,11,2851,1,0,4,17152528
103506,758,1,3,7,22,8.3,1636,1,0,11,11224663
103507,1860,5,4,5.4,44,5.7,4243,1,0,10,28569826
103508,1610,4,2,5.1,16,17.5,2246,0,0,4,19235867
103509,1975,4,3,8.4,14,14.2,2116,1,0,14,44243814
103510,1303,2,2,7.9,8,20.2,3174,0,0,4,24681961
103511,2444,6,4,6.5,14,16.6,2650,1,0,10,39334835
103512,1080,1,1,7.9,21,19.5,1660,1,0,5,17140187
103513,2763,6,4,9.8,17,7.9,7833,1,0,0,71077068
103514,514,1,1,8.2,15,11,1080,0,1,1,10677736
103515,1933,5,3,6.3,26,12.4,4294,1,0,3,32698750
103516,1959,5,4,1.6,33,15.9,4652,1,0,17,13020226
103517,1133,2,2,8.6,30,16.5,2666,0,0,6,23193582
103518,1926,5,4,2.9,19,26,3827,1,0,9,19106416
103519,2482,5,4,7,36,22.3,3622,1,0,29,41828598
103520,450,1,1,4.8,19,14.9,1625,0,0,2,4637729
103521,1977,4,4,5.6,38,32.8,3607,1,0,20,26801461
103522,450,2,2,8,53,9.5,989,1,0,5,6695514
103523,1022,2,2,5,3,15.8,2314,1,0,0,16412027
103524,2709,6,4,4.9,25,19,4552,1,0,10,36985501
103525,1272,4,3,8.2,46,11.4,2219,0,0,23,25255118
103526,887,1,1,6.7,25,14.5,2566,0,0,4,13834743
103527,1521,2,4,5,46,16.9,2368,1,0,14,15697373
103528,2994,5,4,2.3,33,17.3,6729,0,0,0,26609702
103529,459,1,1,2.1,16,23.9,1165,1,0,10,2627197
103530,967,2,1,4,35,29.4,1810,0,0,10,9378680
103531,2623,7,4,5.9,7,12,5098,1,0,0,36517025
103532,2858,7,6,4.2,18,12.1,7357,1,0,18,32874139
103533,1583,3,2,5.3,22,12.8,3036,1,0,22,22179362
103534,845,2,2,1.7,19,29.4,800,1,0,4,5415451
103535,3012,7,5,7.9,9,6.7,8742,1,0,6,58634361
103536,2686,5,4,8.2,23,8.7,3800,1,1,16,51764175
103537,2091,7,5,6.3,19,11.3,4452,1,0,19,34544966
103538,1122,3,2,6.1,11,22.8,1357,1,1,5,17103433
103539,1618,4,3,7.6,54,15.1,2740,1,0,4,29097480
103540,1546,4,4,8.7,14,22.2,2687,1,0,14,30149153
103541,1865,5,4,3.4,16,22.5,3925,0,0,5,20873320
103542,2593,6,5,4.5,26,19.8,3821,1,0,5,28468632
103543,2222,4,4,9.4,17,13.9,7088,1,0,1,57294726
103544,950,3,3,7.8,21,13.9,1914,1,0,8,14290764
103545,2545,6,6,4.1,34,17.1,6435,1,0,4,27199787
103546,1854,3,2,4.4,7,25.1,3698,1,0,0,26886086
103547,2097,6,5,5.7,46,20.3,5449,1,0,6,29280423
103548,2603,6,3,4.8,16,9.8,1925,1,0,14,32579138
103549,927,3,2,2.3,8,24.2,1462,1,0,3,7343586
103550,1627,5,3,5.8,18,18.7,2745,1,1,2,23691721
103551,1305,3,3,5.3,20,27.8,2195,1,0,12,17387660
103552,631,2,1,5.8,6,21.8,1458,1,1,0,10618669
103553,1875,5,3,6.8,31,11.2,4411,1,0,8,31936512
103554,3283,7,3,8.9,9,4.1,6420,1,0,9,60363497
103555,454,1,1,8.3,26,14.9,895,0,0,7,7757131
103556,1629,4,3,7.7,26,1,5643,1,0,2,32055340
103557,2066,4,4,6.5,18,10.7,4534,1,0,6,34297273
103558,1730,6,4,8,14,19.5,1150,1,0,7,33355698
103559,1576,2,1,1.9,37,31.1,3880,1,0,15,7774574
103560,806,1,2,4.7,16,16.3,1883,1,0,2,9234273
103561,1801,5,4,2.5,20,20.3,4855,0,0,4,17347052
103562,1158,3,2,2.2,14,33.4,2732,1,0,1,8047020
103563,450,1,1,2.1,16,29.2,800,0,0,12,2069571
103564,2426,6,4,3.7,12,22.6,6147,0,0,12,26190862
103565,2273,6,4,8,20,13.2,4681,1,0,6,39115665
103566,1684,4,3,6.5,21,16.5,4425,1,0,8,27788205
103567,1799,6,4,5,16,20.5,5269,1,0,14,22502134
103568,2348,4,4,7,14,6.1,4524,1,0,3,45061773
103569,1796,5,4,2,43,22.8,4536,1,0,9,11149725
103570,2238,6,2,6.4,23,20.3,5864,1,0,23,34278961
103571,1457,4,3,3.4,39,28.2,3053,1,0,11,13550888
103572,2503,5,3,2.8,24,28.9,7947,0,1,1,23689304
103573,1859,4,2,6.1,12,13.2,4884,1,0,3,28489960
103574,1776,4,2,7.8,22,16.2,2928,0,0,7,29817073
103575,824,2,1,5.6,27,16,1777,1,0,1,11954790
103576,1837,5,3,6.4,11,23.6,4622,0,0,11,29237807
103577,1109,3,3,5.7,9,13.4,3496,1,0,9,17164019
103578,1235,2,1,7.4,19,9.6,2930,1,0,19,18267519
103579,1120,2,2,3.2,9,24.5,2435,0,0,7,10911442
103580,957,1,3,6.4,1,20.9,2640,0,0,0,15842488
103581,3031,6,3,3.4,24,24.6,5663,1,0,2,27494525
103582,2515,6,4,3,8,26.2,3536,1,0,0,24131253
103583,2898,7,3,2.3,20,25.8,7020,1,0,2,24209702
103584,855,4,3,5.8,16,19.2,1516,1,0,1,13438091
103585,1696,4,3,6.8,11,14.2,6156,1,1,6,27277105
103586,809,2,2,2.4,35,23.1,1741,1,0,6,5135100
103587,1198,3,2,4.7,28,21.7,2906,1,0,10,14600191
103588,1053,2,2,6.5,33,16.4,1709,0,0,2,13966302
103589,2456,5,5,5.3,45,33.2,6776,1,0,2,31836593
103590,1392,4,4,4.6,30,17.5,2761,1,0,16,19489981
103591,2344,5,3,1.4,15,25.8,4513,1,0,9,15350784
103592,2043,4,2,5.5,12,20.2,3963,1,0,0,31792345
103593,3147,6,4,1.5,13,24.5,3856,1,0,13,18562733
103594,688,1,1,3.9,42,16.9,1273,0,1,10,5470359
103595,2469,6,5,3.5,11,15.9,5747,1,0,2,25861286
103596,2395,6,3,3.9,9,18.7,2569,1,0,3,25153095
103597,1017,1,1,2.6,26,22.7,2657,0,1,8,6946276
103598,2305,5,4,7.3,15,5.4,4239,0,0,8,42217335
103599,1868,4,3,1.2,12,29.9,4010,1,0,12,11510713
103600,1502,2,1,5.7,18,3.7,991,0,0,4,20240100
103601,1114,2,3,2.5,12,30.5,2378,0,0,8,8371076
103602,1183,2,1,8.5,60,6.2,1626,1,1,9,22081109
103603,2982,6,4,2.6,35,24.7,5335,0,1,8,25460302
103604,1650,4,3,5.4,41,22.3,1748,0,0,1,22567061
103605,2158,5,4,3.9,34,25.5,3174,1,0,5,25998824
103606,1136,2,2,6.3,21,12.3,2161,1,1,4,16491043
103607,1143,3,3,7.7,53,14.6,2100,0,0,49,18481456
103608,2353,7,5,5.8,18,26.9,5955,1,0,6,31861993
103609,773,3,2,2,19,22.9,800,1,0,6,6283109
103610,1380,2,2,9,46,12.5,2717,0,0,7,27685274
103611,1672,4,3,5.7,44,11.2,3245,1,0,25,25525301
103612,1722,4,4,6.5,13,22.6,2971,1,0,9,26942159
103613,1534,4,3,6.4,43,11.5,2227,1,0,5,24505592
103614,1907,4,4,3.6,27,19.7,5075,1,0,24,20427884
103615,2100,5,4,1.3,11,38,6780,1,0,11,13685317
103616,2128,5,3,6.5,9,19.8,2067,1,0,3,31046652
103617,1009,2,2,6.3,10,12,1458,1,0,5,16652941
103618,1465,3,2,6,34,17.8,2047,0,1,34,22438246
103619,2427,5,4,4.9,13,16,4444,1,0,8,28965080
103620,2232,5,4,5.8,25,8,6146,0,0,6,35455540
103621,758,2,1,9.2,26,8.5,1756,0,0,2,17012912
103622,1878,5,4,4.6,14,19.1,3583,1,0,5,25656789
103623,450,1,2,6,21,11.3,904,0,0,10,6059268
103624,1681,4,4,6.6,11,23,3040,1,1,0,30051428
103625,2884,7,5,6.7,19,9.4,7046,1,1,1,51059146
103626,1034,3,3,2.3,16,29,2602,0,0,0,8768440
103627,1108,2,1,5.1,29,26.2,2609,1,0,2,12427080
103628,2147,5,5,5,38,18.5,1464,1,0,2,28580830
103629,647,2,1,7.3,7,8.7,1299,0,0,0,12840776
103630,1239,2,2,9.3,10,8.9,2339,1,0,2,26065802
103631,2038,4,3,4.3,37,24.8,5288,1,0,11,21770673
103632,1238,3,2,8.2,15,15.7,2654,0,0,1,25142112
103633,1497,4,3,5,50,31.2,3494,0,0,9,18374737
103634,2134,5,4,3.6,41,21.5,3634,1,0,6,21812311
